account_length,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,location_code_452,location_code_445,location_code_547,total_charge,total_calls,total_min,no_of_plans
153.0,0,0,0.0,154.6,56.0,26.28,263.0,84.0,22.36,367.7,89.0,16.55,15.5,2.0,4.19,1.0,1.0,0.0,0.0,69.38,231.0,800.8000000000001,0
141.0,0,1,22.0,215.4,123.0,36.62,328.7,98.0,27.94,160.5,89.0,7.22,7.8,6.0,2.11,1.0,0.0,0.0,1.0,73.89,316.0,712.4,1
94.0,0,0,0.0,220.8,111.0,37.54,156.2,67.0,13.28,187.9,89.0,8.46,10.5,4.0,2.84,2.0,0.0,1.0,0.0,62.12,271.0,575.4000000000001,0
59.0,0,0,0.0,153.6,92.0,26.11,205.5,88.0,17.47,114.5,89.0,5.15,12.5,10.0,3.38,1.0,0.0,0.0,1.0,52.11,279.0,486.1,0
3.0,0,1,36.0,118.1,117.0,20.08,221.5,125.0,18.83,103.9,89.0,4.68,11.9,6.0,3.21,2.0,0.0,1.0,0.0,46.8,337.0,455.4,1
50.0,0,0,0.0,301.7,82.0,51.29,167.1,118.0,14.2,72.2,89.0,3.25,10.5,6.0,2.84,1.0,1.0,0.0,0.0,71.58,295.0,551.5,0
120.0,1,0,0.0,202.0,123.0,34.34,184.3,78.0,15.67,176.0,89.0,7.92,7.4,2.0,2.0,2.0,1.0,0.0,0.0,59.93000000000001,292.0,569.7,1
116.0,0,0,0.0,245.9,73.0,41.8,240.1,87.0,20.41,158.7,89.0,7.14,8.9,5.0,2.4,3.0,0.0,1.0,0.0,71.75,254.0,653.6,0
63.0,0,0,0.0,83.0,64.0,14.11,177.0,106.0,15.05,245.7,89.0,11.06,13.0,3.0,3.51,0.0,1.0,0.0,0.0,43.730000000000004,262.0,518.7,0
155.0,1,1,26.0,211.7,121.0,35.99,139.2,123.0,11.83,146.7,89.0,6.6,11.1,3.0,3.0,1.0,0.0,1.0,0.0,57.42,336.0,508.7,2
158.0,0,0,0.0,158.0,106.0,26.86,292.5,114.0,24.86,241.1,89.0,10.85,9.1,4.0,2.46,1.0,0.0,1.0,0.0,65.03,313.0,700.7,0
91.0,0,0,0.0,189.3,100.0,32.18,239.3,107.0,20.34,89.7,89.0,4.04,9.9,3.0,2.67,3.0,0.0,1.0,0.0,59.230000000000004,299.0,528.2,0
64.0,0,0,0.0,113.8,97.0,19.35,192.3,97.0,16.35,214.9,89.0,9.67,10.4,1.0,2.81,3.0,1.0,0.0,0.0,48.18000000000001,284.0,531.4,0
154.0,0,0,0.0,166.9,99.0,28.37,154.9,97.0,13.17,189.4,89.0,8.52,7.2,5.0,1.94,0.0,0.0,0.0,1.0,52.0,290.0,518.4,0
52.0,0,0,0.0,129.3,80.0,21.98,142.7,101.0,12.13,258.3,89.0,11.62,12.3,4.0,3.32,3.0,0.0,0.0,1.0,49.05,274.0,542.6,0
40.0,1,0,0.0,170.7,55.0,29.02,179.1,108.0,15.22,281.9,89.0,12.69,8.2,9.0,2.21,3.0,0.0,0.0,1.0,59.14,261.0,639.8999999999999,1
122.0,0,0,0.0,234.1,101.0,39.8,200.2,121.0,17.02,237.4,89.0,10.68,13.1,9.0,3.54,2.0,0.0,1.0,0.0,71.03999999999999,320.0,684.8,0
64.0,0,1,48.0,94.4,104.0,16.05,136.2,101.0,11.58,147.4,89.0,6.63,4.5,4.0,1.22,0.0,0.0,0.0,1.0,35.480000000000004,298.0,382.5,1
95.0,1,0,0.0,165.5,84.0,28.14,286.2,112.0,24.33,198.9,89.0,8.95,11.5,2.0,3.11,1.0,0.0,1.0,0.0,64.53,287.0,662.1,1
98.0,0,0,0.0,221.2,80.0,37.6,213.6,104.0,18.16,291.8,89.0,13.13,11.9,3.0,3.21,4.0,0.0,1.0,0.0,72.1,276.0,738.5,0
193.0,0,0,0.0,170.9,124.0,29.05,132.3,95.0,11.25,112.9,89.0,5.08,11.6,3.0,3.13,1.0,0.0,1.0,0.0,48.510000000000005,311.0,427.70000000000005,0
72.0,0,0,0.0,253.0,73.0,43.01,219.3,78.0,18.64,210.8,89.0,9.49,9.8,4.0,2.65,0.0,0.0,1.0,0.0,73.78999999999999,244.0,692.9000000000001,0
86.0,0,0,0.0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5.0,2.73,3.0,0.0,0.0,1.0,62.02,339.0,638.7,0
77.0,0,0,0.0,169.4,102.0,28.8,184.9,144.0,15.72,234.3,89.0,10.54,2.0,7.0,0.54,1.0,0.0,1.0,0.0,55.599999999999994,342.0,590.6,0
139.0,0,0,0.0,221.3,140.0,37.62,157.8,89.0,13.41,192.5,89.0,8.66,11.3,6.0,3.05,1.0,0.0,0.0,1.0,62.739999999999995,324.0,582.9000000000001,0
90.0,0,0,0.0,76.1,121.0,12.94,290.3,73.0,24.68,236.9,89.0,10.66,10.8,3.0,2.92,0.0,0.0,1.0,0.0,51.199999999999996,286.0,614.1,0
116.0,0,1,24.0,183.6,138.0,31.21,203.8,90.0,17.32,166.9,89.0,7.51,6.0,3.0,1.62,2.0,1.0,0.0,0.0,57.66,320.0,560.3000000000001,1
96.0,0,0,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89.0,9.56,9.8,1.0,2.65,3.0,0.0,0.0,1.0,56.28,328.0,590.7,0
91.0,0,0,0.0,133.7,75.0,22.73,195.3,87.0,16.6,280.5,89.0,12.62,5.9,2.0,1.59,0.0,1.0,0.0,0.0,53.540000000000006,253.0,615.4,0
87.0,0,0,0.0,204.8,101.0,34.82,161.0,80.0,13.69,285.7,89.0,12.86,9.5,3.0,2.57,0.0,0.0,1.0,0.0,63.94,273.0,661.0,0
112.0,0,0,0.0,174.3,123.0,29.63,140.2,124.0,11.92,215.4,89.0,9.69,9.0,6.0,2.43,4.0,0.0,1.0,0.0,53.67,342.0,538.9000000000001,0
84.0,1,0,0.0,299.4,71.0,50.9,61.9,88.0,5.26,196.9,89.0,8.86,6.6,7.0,1.78,2.0,1.0,0.0,0.0,66.8,255.0,564.8,1
56.0,0,0,0.0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89.0,13.53,11.9,8.0,3.21,2.0,1.0,0.0,0.0,47.47,302.0,583.0,0
89.0,0,0,0.0,303.9,95.0,51.66,260.71317482752534,114.0,22.18,312.1,89.0,14.04,5.3,3.0,1.43,1.0,0.0,0.0,1.0,89.31,301.0,882.0131748275254,0
21.0,0,1,31.0,135.9,90.0,23.1,271.0,84.0,23.04,179.1,89.0,8.06,9.5,7.0,2.57,6.0,0.0,0.0,1.0,56.77,270.0,595.5,1
106.0,1,0,0.0,133.7,45.0,22.73,187.8,107.0,15.96,181.9,89.0,8.19,10.7,2.0,2.89,1.0,1.0,0.0,0.0,49.769999999999996,243.0,514.0999999999999,1
119.0,0,0,0.0,260.1,101.0,44.22,256.5,68.0,21.8,229.1,89.0,10.31,10.0,2.0,2.7,1.0,1.0,0.0,0.0,79.03,260.0,755.7,0
99.0,0,0,0.0,217.2,112.0,36.92,246.7,89.0,20.97,226.1,89.0,10.17,15.8,7.0,4.27,3.0,0.0,0.0,1.0,72.33,297.0,705.8,0
65.0,0,0,0.0,111.0,51.0,18.87,219.8,84.0,18.68,202.0,89.0,9.09,4.4,14.0,1.19,1.0,0.0,1.0,0.0,47.83,238.0,537.2,0
46.0,0,0,0.0,40.4,105.0,6.87,172.4,83.0,14.65,145.1,89.0,6.53,9.0,2.0,2.43,2.0,1.0,0.0,0.0,30.48,279.0,366.9,0
152.0,0,0,0.0,140.5,92.0,23.89,186.8,96.0,15.88,227.0,89.0,10.22,9.5,5.0,2.57,2.0,1.0,0.0,0.0,52.56,282.0,563.8,0
64.0,0,0,0.0,174.5,98.0,29.67,180.2,103.0,15.32,179.0,89.0,8.06,10.7,2.0,2.89,2.0,0.0,1.0,0.0,55.940000000000005,292.0,544.4,0
120.0,1,0,0.0,180.00973391984834,72.0,30.6,170.0,98.0,14.469909200458845,190.6,89.0,8.58,13.8,2.0,3.73,1.0,1.0,0.0,0.0,57.37990920045885,261.0,554.4097339198483,1
3.0,0,0,0.0,185.0,120.0,31.45,203.7,129.0,17.31,170.5,89.0,7.67,14.1,3.0,3.81,3.0,0.0,1.0,0.0,60.239999999999995,341.0,573.3,0
162.0,0,0,0.0,220.6,117.0,37.5,155.2,121.0,13.19,186.7,89.0,8.4,10.5,11.0,2.84,1.0,0.0,0.0,1.0,61.93,338.0,573.0,0
73.0,0,0,0.0,213.0,95.0,36.21,188.8,104.0,16.05,136.2,89.0,6.13,13.5,3.0,3.65,0.0,1.0,0.0,0.0,62.04,291.0,551.5,0
73.0,0,0,0.0,217.8,91.0,37.03,220.6,97.0,18.75,277.3,89.0,12.48,10.3,6.0,2.78,1.0,0.0,1.0,0.0,71.03999999999999,283.0,726.0,0
195.0,0,1,36.0,231.7,110.0,39.39,225.1,88.0,19.13,201.7,89.0,9.08,12.1,2.0,3.27,0.0,0.0,1.0,0.0,70.87,289.0,670.5999999999999,1
70.0,0,0,0.0,7.9,100.0,1.34,136.4,83.0,11.59,156.6,89.0,7.05,12.1,1.0,3.27,0.0,0.0,1.0,0.0,23.25,273.0,313.0,0
30.0,0,0,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2.0,0.0,0.0,1.0,58.89,311.0,595.5,0
114.0,0,1,32.0,125.2,79.0,21.28,177.8,105.0,15.11,232.4,89.0,10.46,12.9,3.0,3.48,1.0,0.0,1.0,0.0,50.33,276.0,548.3000000000001,1
146.0,0,1,11.0,180.7,82.0,30.72,173.7,90.0,14.76,231.5,89.0,10.42,10.1,4.0,2.73,2.0,0.0,1.0,0.0,58.629999999999995,265.0,596.0,1
77.0,0,0,0.0,252.2,86.0,41.68,252.1,80.0,22.6,235.4,90.0,10.77,7.516272584663602,3.0,2.03,0.0,0.0,1.0,0.0,77.08,259.0,747.2162725846636,0
105.0,1,0,0.0,287.9,120.0,47.56,269.6,106.0,23.68,268.3,89.0,11.49,10.9,7.0,2.94,1.0,0.0,1.0,0.0,85.67,322.0,836.6999999999999,1
111.0,0,0,0.0,291.4,97.0,46.35,151.0,116.0,14.35,252.8,89.0,10.93,8.4,9.0,2.27,0.0,0.0,1.0,0.0,73.9,311.0,703.5999999999999,0
111.0,0,0,0.0,179.9,102.0,29.07,106.8,58.0,9.74,209.7,89.0,9.62,10.5,4.0,2.835499544539257,4.0,0.0,0.0,1.0,51.26549954453925,253.0,506.9,0
98.0,0,0,0.0,180.00973391984834,102.0,30.6,157.6,126.0,12.57,155.1,89.0,7.52,6.8,2.0,1.84,4.0,0.0,1.0,0.0,52.53,319.0,499.5097339198484,0
74.0,0,0,0.0,262.3,114.0,44.59,198.9,96.0,16.91,165.9,90.0,7.47,6.6,5.0,1.78,3.0,0.0,1.0,0.0,70.75,305.0,633.7,0
93.0,0,0,0.0,267.9,114.0,45.54,223.0,74.0,18.96,262.7,90.0,11.82,11.3,3.0,3.05,3.0,1.0,0.0,0.0,79.37,281.0,764.9,0
12.0,0,0,0.0,249.6,118.0,42.43,252.4,119.0,21.45,280.2,90.0,12.61,11.8,3.0,3.19,1.0,1.0,0.0,0.0,79.68,330.0,794.0,0
136.0,0,0,0.0,92.0,117.0,15.64,253.6,77.0,21.56,214.1,90.0,9.63,10.3,10.0,2.78,1.0,0.0,0.0,1.0,49.61,294.0,570.0,0
55.0,0,1,25.0,165.6,123.0,28.15,136.1,95.0,11.57,175.7,90.0,7.91,11.0,2.0,2.97,3.0,1.0,0.0,0.0,50.6,310.0,488.4,1
144.0,1,1,35.0,174.8,127.0,29.72,219.6,93.0,18.67,255.8,90.0,11.51,12.8,3.0,3.46,0.0,0.0,0.0,1.0,63.36,313.0,663.0,2
148.0,0,0,0.0,202.0,102.0,34.34,243.2,128.0,20.67,261.3,90.0,11.76,10.9,3.0,2.94,1.0,0.0,1.0,0.0,69.71000000000001,323.0,717.4,0
144.0,0,0,0.0,278.5,95.0,47.35,240.7,90.0,20.46,120.0,90.0,5.4,11.6,5.0,3.13,1.0,0.0,0.0,1.0,76.34,280.0,650.8,0
108.0,0,0,0.0,210.7,112.0,35.82,238.7,73.0,20.29,253.6,90.0,11.41,9.2,5.0,2.48,3.0,0.0,0.0,1.0,70.0,280.0,712.2,0
44.0,0,0,0.0,288.1,112.0,48.98,258.0,92.0,21.93,192.4,90.0,8.66,10.2,4.0,2.75,3.0,0.0,0.0,1.0,82.32,298.0,748.7,0
101.0,0,1,33.0,200.1,108.0,34.02,188.9,122.0,16.06,205.1,90.0,9.23,15.5,4.0,4.19,0.0,0.0,1.0,0.0,63.5,324.0,609.6,1
93.0,0,1,21.0,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2.0,3.19,4.0,1.0,0.0,0.0,48.209999999999994,325.0,495.09999999999997,1
136.0,0,0,0.0,163.4,83.0,27.78,249.3,119.0,21.19,249.7,90.0,11.24,9.8,4.0,2.65,7.0,0.0,1.0,0.0,62.86,296.0,672.2,0
49.0,0,0,0.0,119.3,117.0,20.28,215.1,109.0,18.28,178.7,90.0,8.04,11.1,1.0,3.0,1.0,0.0,0.0,1.0,49.6,317.0,524.1999999999999,0
132.0,0,1,15.0,154.6,128.0,26.28,245.6,106.0,20.88,148.6,90.0,6.69,9.1,4.0,2.46,1.0,0.0,1.0,0.0,56.31,328.0,557.9,1
131.0,0,1,30.0,174.0,118.0,29.58,205.3,81.0,17.45,218.2,90.0,9.82,6.7,3.0,1.81,1.0,0.0,1.0,0.0,58.66,292.0,604.2,1
101.0,0,1,24.0,114.1,95.0,19.4,161.5,86.0,13.73,176.3,90.0,7.93,13.0,9.0,3.51,2.0,0.0,1.0,0.0,44.57,280.0,464.9,1
118.0,0,0,0.0,136.1,120.0,23.14,204.2,103.0,17.36,228.2,90.0,10.27,11.3,4.0,3.05,1.0,0.0,1.0,0.0,53.82,317.0,579.8,0
95.0,0,1,32.0,247.0,109.0,41.99,125.6,91.0,10.68,226.5,90.0,10.19,10.5,4.0,2.84,3.0,0.0,1.0,0.0,65.7,294.0,609.6,1
60.0,0,0,0.0,221.1,106.0,37.59,178.6,48.0,15.18,202.7,90.0,9.12,7.4,3.0,2.0,1.0,0.0,0.0,1.0,63.89,247.0,609.8,0
92.0,0,1,31.0,172.3,116.0,29.29,266.2,91.0,22.63,228.2,90.0,10.27,11.8,5.0,3.19,1.0,0.0,1.0,0.0,65.38,302.0,678.5,1
148.0,0,1,25.0,230.7,102.0,39.22,233.8,109.0,19.87,215.8,90.0,9.71,13.5,2.0,3.65,3.0,1.0,0.0,0.0,72.45,303.0,693.8,1
105.0,1,0,0.0,273.9,119.0,46.56,278.6,103.0,23.68,255.3,90.0,11.49,10.9,7.0,2.94,1.0,0.0,1.0,0.0,84.67,319.0,818.6999999999999,1
117.0,0,0,0.0,184.5,97.0,31.37,351.6,80.0,29.89,215.8,90.0,9.71,8.7,4.0,2.35,1.0,1.0,0.0,0.0,73.32000000000001,271.0,760.6,0
87.0,0,0,0.0,228.7,90.0,38.88,163.0,99.0,13.86,154.1,90.0,6.93,11.8,3.0,3.19,1.0,0.0,1.0,0.0,62.86,282.0,557.5999999999999,0
155.0,0,1,39.0,183.3,106.0,31.16,205.1,101.0,17.43,263.7,90.0,11.87,5.1,7.0,1.38,1.0,1.0,0.0,0.0,61.84,304.0,657.2,1
81.0,0,1,36.0,115.9,120.0,19.7,236.6,95.0,20.11,255.0,90.0,11.48,11.7,6.0,3.16,3.0,0.0,1.0,0.0,54.45,311.0,619.1999999999999,1
69.0,0,0,0.0,195.1,91.0,33.17,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,0.0,0.0,0.0,1.0,67.65,243.0,671.8000000000001,0
87.0,0,0,0.0,186.9,79.0,31.77,182.6,105.0,15.52,143.1,90.0,6.44,4.2,14.0,1.13,1.0,1.0,0.0,0.0,54.86,288.0,516.8,0
106.0,0,0,0.0,208.3,89.0,35.41,169.4,67.0,14.4,102.0,90.0,4.59,15.9,4.0,4.29,3.0,0.0,1.0,0.0,58.69,250.0,495.6,0
105.0,0,0,0.0,115.5,73.0,19.64,267.3,83.0,22.72,114.2,90.0,5.14,13.3,5.0,3.59,3.0,1.0,0.0,0.0,51.09,251.0,510.3,0
57.0,0,1,33.0,193.4,105.0,32.88,231.6,79.0,19.69,226.2,90.0,10.18,11.1,11.0,3.0,2.0,0.0,1.0,0.0,65.75,285.0,662.3,1
186.0,0,1,26.0,74.3,107.0,12.63,177.3,116.0,15.07,296.3,90.0,13.33,14.5,3.0,3.92,2.0,0.0,1.0,0.0,44.95,316.0,562.4,1
98.0,1,1,23.0,245.5,54.0,41.74,292.7,83.0,24.88,184.0,90.0,8.28,10.8,7.0,2.92,1.0,0.0,1.0,0.0,77.82,234.0,733.0,2
147.0,0,1,35.0,197.3,134.0,33.54,141.1,99.0,11.99,212.1,90.0,9.54,10.1,4.0,2.73,2.0,0.0,1.0,0.0,57.8,327.0,560.5999999999999,1
106.0,0,1,37.0,223.5,104.0,38.0,235.1,99.0,19.98,140.1,90.0,6.3,10.6,5.0,2.86,2.0,0.0,1.0,0.0,67.14,298.0,609.3,1
132.0,0,0,0.0,163.2,80.0,27.74,167.6,90.0,14.25,87.5,90.0,3.94,6.2,10.0,1.67,1.0,0.0,0.0,1.0,47.599999999999994,270.0,424.5,0
120.0,0,0,0.0,177.2,88.0,30.12,270.4,99.0,22.98,231.5,90.0,10.42,14.0,2.0,3.78,2.0,0.0,1.0,0.0,67.3,279.0,693.0999999999999,0
37.0,1,1,39.0,149.7,122.0,25.45,211.1,75.0,17.94,114.3,90.0,5.14,9.2,4.0,2.48,1.0,1.0,0.0,0.0,51.010000000000005,291.0,484.3,2
88.0,0,0,0.0,144.3,116.0,24.53,156.4,74.0,13.29,214.7,90.0,9.66,7.8,10.0,2.11,3.0,0.0,0.0,1.0,49.59,290.0,523.2,0
143.0,0,0,0.0,209.1,127.0,35.55,106.1,80.0,9.02,179.6,90.0,8.08,14.0,6.0,3.78,0.0,0.0,1.0,0.0,56.42999999999999,303.0,508.79999999999995,0
38.0,0,0,0.0,194.4,94.0,33.05,186.7,95.0,15.87,223.3,90.0,10.05,10.8,5.0,2.92,3.0,0.0,1.0,0.0,61.89,284.0,615.2,0
171.0,0,1,25.0,223.2,77.0,37.94,183.2,118.0,15.57,150.8,90.0,6.79,10.2,3.0,2.75,3.0,0.0,1.0,0.0,63.05,288.0,567.4,1
115.0,0,0,0.0,147.9,109.0,25.14,228.4,117.0,19.41,299.7,90.0,13.49,9.6,9.0,2.59,3.0,1.0,0.0,0.0,60.629999999999995,325.0,685.6,0
104.0,1,0,0.0,160.4,73.0,27.27,293.9,103.0,24.98,306.6,90.0,13.8,12.6,5.0,3.4,4.0,1.0,0.0,0.0,69.45,271.0,773.5,1
145.0,0,0,0.0,39.5,78.0,6.72,264.3,106.0,22.47,185.8,90.0,8.36,10.0,6.0,2.7,0.0,1.0,0.0,0.0,40.25,280.0,499.6,0
41.0,0,0,0.0,237.8,92.0,40.43,223.5,155.0,19.0,217.4,90.0,9.78,10.2,6.0,2.75,2.0,1.0,0.0,0.0,71.96000000000001,343.0,688.9000000000001,0
30.0,0,0,0.0,247.4,107.0,42.06,175.9,76.0,14.95,287.4,90.0,12.93,11.3,2.0,3.05,0.0,0.0,1.0,0.0,72.99000000000001,275.0,722.0,0
62.0,0,0,0.0,172.8,101.0,29.38,204.8,97.0,17.41,240.8,90.0,10.84,9.1,8.0,2.46,2.0,1.0,0.0,0.0,60.09,296.0,627.5,0
86.0,0,1,30.0,99.9,84.0,16.98,263.5,125.0,22.4,254.7,90.0,11.46,9.8,7.0,2.65,2.0,0.0,1.0,0.0,53.489999999999995,306.0,627.9,1
82.0,0,0,0.0,265.2,122.0,45.08,178.7,102.0,15.19,174.7,90.0,7.86,10.7,9.0,2.89,2.0,0.0,0.0,1.0,71.02,323.0,629.3,0
161.0,0,0,0.0,154.7,84.0,26.3,177.8,125.0,15.11,172.9,90.0,7.78,5.9,2.0,1.59,4.0,1.0,0.0,0.0,50.78,301.0,511.3,0
112.0,0,0,0.0,261.4,108.0,44.44,154.5,102.0,13.13,130.9,90.0,5.89,11.6,2.0,3.13,1.0,0.0,1.0,0.0,66.59,302.0,558.4,0
93.0,0,0,0.0,269.9,117.0,46.54,228.0,79.0,19.96,261.7,90.0,11.82,11.3,3.0,3.05,3.0,1.0,0.0,0.0,81.37,289.0,770.9,0
132.0,0,0,0.0,198.8,73.0,32.63,120.9,125.0,10.38,169.3,90.0,7.98,10.9,3.0,2.94,4.0,0.0,1.0,0.0,53.93000000000001,291.0,499.90000000000003,0
96.0,0,1,37.0,184.7,92.0,31.36,134.1,116.0,9.21,206.1,90.0,9.72,10.3,6.0,2.78,5.0,0.0,1.0,0.0,53.07,304.0,535.2,1
58.0,0,0,0.0,232.2,111.0,42.02,292.7,105.0,25.81,113.4,90.0,4.74,9.3,2.0,2.51,2.0,0.0,1.0,0.0,75.08000000000001,308.0,647.5999999999999,0
132.0,0,0,0.0,276.2,108.0,49.5,248.2,136.0,18.91,197.7,90.0,8.63,8.9,3.0,2.4,1.0,1.0,0.0,0.0,79.44,337.0,731.0,0
95.0,1,0,0.0,181.5,79.0,30.14,287.2,116.0,24.33,186.9,90.0,8.95,11.5,2.0,3.11,1.0,0.0,1.0,0.0,66.53,287.0,667.1,1
101.0,0,0,0.0,232.0,159.0,38.63,269.0,109.0,23.21,288.2,90.0,12.52,13.5,9.0,3.65,1.0,1.0,0.0,0.0,78.00999999999999,367.0,802.7,0
109.0,0,0,0.0,281.7,76.0,45.0,318.0,119.0,26.93,201.4,90.0,8.88,9.5,8.0,2.57,1.0,1.0,0.0,0.0,83.38,293.0,810.5999999999999,0
101.0,0,0,0.0,104.7,113.0,15.25,265.1,83.0,22.11,156.1,90.0,7.65,13.5,11.0,3.65,5.0,1.0,0.0,0.0,48.66,297.0,539.4000000000001,0
161.0,0,0,0.0,144.7,77.0,25.3,185.8,122.0,15.11,182.9,90.0,7.78,5.9,3.0,1.59,4.0,1.0,0.0,0.0,49.78,292.0,519.3,0
126.0,0,0,0.0,58.2,94.0,9.89,138.7,118.0,11.79,136.8,91.0,6.16,11.9,1.0,3.21,5.0,0.0,1.0,0.0,31.05,304.0,345.59999999999997,0
61.0,0,1,20.0,254.4,133.0,43.25,161.7,96.0,13.74,251.4,91.0,11.31,10.5,4.0,2.84,0.0,0.0,1.0,0.0,71.14,324.0,678.0,1
122.0,0,0,0.0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0.0,0.0,1.0,0.0,69.83,309.0,663.6,0
72.0,0,0,0.0,217.8,93.0,37.03,189.7,113.0,16.12,182.6,91.0,8.22,10.4,5.0,2.81,4.0,0.0,1.0,0.0,64.18,302.0,600.5,0
118.0,0,0,0.0,267.8,145.0,45.53,316.4,121.0,26.89,208.6,91.0,9.39,14.4,11.0,3.89,5.0,0.0,1.0,0.0,85.7,368.0,807.2,0
90.0,0,0,0.0,179.1,71.0,30.45,190.6,81.0,16.2,127.7,91.0,5.75,10.6,7.0,2.86,3.0,0.0,1.0,0.0,55.26,250.0,508.0,0
130.0,0,0,0.0,271.8,129.0,46.21,237.2,128.0,20.16,210.1,91.0,9.45,8.7,2.0,2.35,4.0,1.0,0.0,0.0,78.17,350.0,727.8,0
77.0,0,0,0.0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4.0,2.03,0.0,0.0,1.0,0.0,76.08,265.0,746.2,0
67.0,0,0,0.0,115.5,70.0,19.64,252.2,143.0,21.44,208.9,91.0,9.4,7.5,6.0,2.03,0.0,0.0,1.0,0.0,52.510000000000005,310.0,584.1,0
93.0,0,0,0.0,164.5,95.0,27.97,230.9,87.0,19.63,149.9,91.0,6.75,9.9,3.0,2.67,4.0,1.0,0.0,0.0,57.019999999999996,276.0,555.2,0
120.0,0,0,0.0,180.0,80.0,30.6,224.2,82.0,19.06,265.4,91.0,11.94,4.7,7.0,1.27,3.0,0.0,1.0,0.0,62.87,260.0,674.3,0
132.0,1,1,33.0,200.3,75.0,34.05,226.6,67.0,19.26,198.8,91.0,8.95,12.9,3.0,3.48,2.0,1.0,0.0,0.0,65.74,236.0,638.6,2
64.0,0,1,43.0,118.4,100.0,20.13,144.1,108.0,12.25,158.1,91.0,7.11,8.5,6.0,2.3,1.0,0.0,1.0,0.0,41.79,305.0,429.1,1
119.0,0,0,0.0,159.1,114.0,27.05,231.3,117.0,19.66,143.2,91.0,6.44,8.8,3.0,2.38,5.0,0.0,1.0,0.0,55.53,325.0,542.4,0
77.0,0,0,0.0,189.5,112.0,32.22,207.0,95.0,17.6,214.1,91.0,9.63,9.2,7.0,2.48,0.0,0.0,0.0,1.0,61.93,305.0,619.8,0
119.0,1,1,32.0,173.0,101.0,29.41,209.4,93.0,17.8,231.1,91.0,10.4,12.2,4.0,3.29,0.0,0.0,1.0,0.0,60.900000000000006,289.0,625.7,2
128.0,0,1,25.0,265.1,110.0,45.07,197.4,99.0,16.78,244.7,91.0,11.01,10.0,3.0,2.7,1.0,0.0,1.0,0.0,75.56,303.0,717.2,1
110.0,1,0,0.0,293.3,79.0,49.86,188.5,90.0,16.02,266.9,91.0,12.01,14.5,4.0,3.92,0.0,0.0,1.0,0.0,81.81,264.0,763.2,1
112.0,0,0,0.0,170.5,113.0,28.99,193.2,129.0,16.42,188.0,91.0,8.46,11.2,6.0,3.02,0.0,0.0,1.0,0.0,56.89,339.0,562.9,0
55.0,0,1,28.0,105.3,82.0,17.9,197.4,109.0,16.78,187.5,91.0,8.44,8.6,6.0,2.32,2.0,0.0,1.0,0.0,45.44,288.0,498.8,1
124.0,0,0,0.0,143.3,120.0,24.36,230.7,111.0,19.61,214.3,91.0,9.64,7.8,2.0,2.11,4.0,0.0,0.0,1.0,55.72,324.0,596.1,0
103.0,0,0,0.0,185.0,117.0,31.45,223.3,94.0,18.98,222.8,91.0,10.03,12.6,2.0,3.4,2.0,0.0,1.0,0.0,63.86,304.0,643.7,0
42.0,0,0,0.0,241.2,134.0,41.0,116.5,114.0,9.9,152.2,91.0,6.85,10.6,4.0,2.86,0.0,1.0,0.0,0.0,60.61,343.0,520.5,0
111.0,0,0,0.0,284.4,89.0,48.35,157.0,113.0,13.35,242.8,91.0,10.93,8.4,8.0,2.27,0.0,0.0,1.0,0.0,74.9,301.0,692.6,0
96.0,0,0,0.0,173.9,111.0,29.56,287.4,105.0,24.43,204.8,91.0,9.22,9.1,7.0,2.46,1.0,0.0,1.0,0.0,65.67,314.0,675.1999999999999,0
113.0,0,0,0.0,215.5,129.0,36.64,218.7,117.0,18.59,207.1,91.0,9.32,6.6,9.0,1.78,4.0,0.0,1.0,0.0,66.33,346.0,647.9,0
116.0,0,0,0.0,229.3,93.0,38.98,184.5,111.0,15.68,168.2,91.0,7.57,8.8,3.0,2.38,2.0,0.0,0.0,1.0,64.61,298.0,590.8,0
82.0,0,0,0.0,135.4,102.0,23.02,237.1,122.0,20.15,118.3,91.0,5.32,17.5,4.0,4.73,0.0,0.0,1.0,0.0,53.22,319.0,508.29999999999995,0
129.0,0,1,31.0,193.0,99.0,32.81,224.8,87.0,19.11,197.6,91.0,8.89,10.3,8.0,2.78,2.0,0.0,0.0,1.0,63.59,285.0,625.7,1
100.0,0,1,27.0,221.7,100.0,37.69,236.1,70.0,20.07,192.7,91.0,8.67,8.0,4.0,2.16,0.0,0.0,1.0,0.0,68.59,265.0,658.5,1
